Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
You Got It,You Got It,Vedo,2020-03-06,"1,367",40.1,378584974.0,56415.0,7671267.0,64.0,2020,378.584974
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,2022-10-28,563,64.2,378282960.0,66018.0,36625617.0,65.0,2022,378.28296
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,2020-11-06,"1,180",43.7,378239461.0,126894.0,19992900.0,62.0,2020,378.239461
Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2023-02-05,837,53.1,377174503.0,100095.0,41254482.0,71.0,2023,377.174503
Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,2019-10-18,"1,700",35.4,375589989.0,43389.0,18068383.0,59.0,2019,375.589989
Los del Espacio,Los del Espacio - Single,LIT killah,2023-06-01,336,83.3,373898429.0,53671.0,24287193.0,72.0,2023,373.898429
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,168,116.6,372423476.0,44730.0,21933393.0,71.0,2023,372.423476
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,176,113.2,372248119.0,68037.0,44498005.0,,2023,372.248119
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,"1,910",33.2,372248119.0,6868.0,1527625.0,,2023,372.248119
Rush,Rush,Ayra Starr,2022-09-16,205,106.4,371886608.0,98009.0,19411516.0,67.0,2022,371.886608
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,2022-03-18,"1,825",34.0,371288040.0,69527.0,53951706.0,69.0,2022,371.28804
MOJABI GHOST,DATA,Tainy,2023-06-29,"1,188",43.5,368429447.0,46625.0,20677828.0,75.0,2023,368.429447
From The Start,From The Start - Single,Laufey,2023-05-11,855,52.6,368256958.0,53922.0,25450036.0,73.0,2023,368.256958
pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,2022-01-07,"1,291",41.4,368155242.0,125521.0,25605777.0,65.0,2022,368.155242
On Me,On Me,Lil Baby,2020-12-04,788,54.7,368017246.0,105732.0,15129396.0,67.0,2020,368.017246
God's Country,God's Country,Blake Shelton,2019-03-29,"1,665",35.8,367775924.0,62389.0,11424665.0,62.0,2019,367.775924
No Me Acuerdo,No Me Acuerdo,Thalia,2018-06-01,"1,733",35.0,367530155.0,32622.0,11307517.0,60.0,2018,367.530155
LA FALDA,LA FALDA - Single,Myke Towers,2023-11-22,416,75.3,367399860.0,29235.0,106808249.0,82.0,2023,367.39986
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-05-06,"1,067",46.4,366872354.0,61014.0,15444758.0,68.0,2022,366.872354
MERCHO,MERCHO,LiL CaKe,2022-12-16,738,56.4,366462735.0,52345.0,27129754.0,67.0,2022,366.462735
Move Your Body,Move Your Body - Single,ııwnboss,2021-10-29,"1,606",36.6,366000029.0,116490.0,66103377.0,71.0,2021,366.000029
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,"1,122",44.8,364325529.0,83638.0,10924243.0,64.0,2017,364.325529
SugarCrash!,SugarCrash!,ElyOtto,2020-08-25,"1,529",37.6,364210672.0,81556.0,11888277.0,63.0,2020,364.210672
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,2023-10-05,685,58.3,363816146.0,16161.0,16393454.0,80.0,2023,363.816146
Die For You,SMITHEREENS,Joji,2022-11-04,"1,412",39.4,363300065.0,74276.0,30821017.0,71.0,2022,363.300065
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,198,107.8,361517395.0,119783.0,95312340.0,80.0,2023,361.517395
Am,AM,Nio Garcia,2021-01-28,"1,257",42.2,361357607.0,70546.0,11143810.0,57.0,2021,361.357607
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,2023-04-04,588,62.6,361219290.0,34991.0,12554230.0,72.0,2023,361.21929
KICK BACK,KICK BACK,Kenshi Yonezu,2022-10-12,"1,469",38.2,360816226.0,61627.0,7633366.0,70.0,2022,360.816226
Numb Little Bug,Numb Little Bug,Em Beihold,2022-01-28,"1,143",44.5,360584207.0,68868.0,18801509.0,66.0,2022,360.584207
ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2022-02-14,642,59.7,360068693.0,58995.0,18998905.0,64.0,2022,360.068693
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,98,153.1,359803580.0,26065.0,79152427.0,86.0,2023,359.80358
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,2022-03-11,"1,500",37.9,359563711.0,50913.0,44666984.0,64.0,2022,359.563711
BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,350,82.0,359416593.0,91114.0,29730236.0,64.0,2022,359.416593
Cupido,Cupido,TINI,2023-02-14,905,50.7,358240136.0,35751.0,23674275.0,70.0,2023,358.240136
El Hijo Mayor,El Hijo Mayor - Single,Junior H,2022-05-20,"1,450",38.6,357445095.0,30881.0,19190261.0,71.0,2022,357.445095
Spin Bout U,Her Loss,Drake,2022-11-04,856,52.6,356685934.0,88034.0,16963292.0,71.0,2022,356.685934
ıııııııııııı,ıııııııııııı,YOASOBI,2023-04-12,351,81.8,356559943.0,47785.0,12078942.0,69.0,2023,356.559943
Shaky Shaky,Shaky Shaky,Daddy Yankee,2016-04-08,"1,872",33.6,355833360.0,32831.0,9930933.0,57.0,2016,355.83336
Afraid To Feel,Afraid To Feel,LF SYSTEM,2022-05-02,656,59.3,355203657.0,146218.0,60783514.0,74.0,2022,355.203657
Like That,WE DON'T TRUST YOU,Future,2024-03-22,14,308.2,355186436.0,43025.0,108168634.0,88.0,2024,355.186436
El Cielo,El Cielo - Single,Sky Rompiendo,2023-06-02,"1,068",46.4,354097795.0,53606.0,50446311.0,74.0,2023,354.097795
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,"1,271",42.0,352955079.0,108705.0,24218793.0,68.0,2021,352.955079
Through Da Storm,Die A Legend,Polo G,2019-06-07,"1,800",34.3,351007818.0,105025.0,7074555.0,64.0,2019,351.007818
500lbs,500lbs,Lil Tecca,2023-07-21,349,82.1,350584176.0,79228.0,26972646.0,68.0,2023,350.584176
Mi Bello Angel,Nata Montana,Natanael Cano,2023-06-30,"1,421",39.1,349522530.0,23359.0,14819855.0,76.0,2023,349.52253
Stereo Love (TikTok Remix),Stereo Love (TikTok Remix) - Single,DJRemixGod,2024-04-30,"1,322",40.9,348676476.0,4.0,7.0,,2024,348.676476
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,2021-06-18,"1,454",38.5,347951927.0,60696.0,17980948.0,61.0,2021,347.951927
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,2023-07-27,270,94.3,347647880.0,106908.0,29964622.0,74.0,2023,347.64788
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,2022-12-15,"1,227",42.7,347558532.0,68744.0,34228107.0,67.0,2022,347.558532
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,2021-08-13,"1,210",43.0,347218974.0,34933.0,16279085.0,57.0,2021,347.218974
Pasoori,Pasoori,Shae Gill,2022-02-06,750,56.1,346971014.0,37940.0,6753521.0,65.0,2022,346.971014
The Git Up,The Git Up,Blanco Brown,2019-05-03,"1,506",37.8,346783267.0,70080.0,10444758.0,61.0,2019,346.783267
Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),Lil Durk,2021-12-17,"1,758",34.8,344369903.0,66276.0,8339705.0,72.0,2021,344.369903
Forget Me,Forget Me,Lewis Capaldi,2022-09-09,465,71.4,343556188.0,53783.0,14916823.0,69.0,2022,343.556188
Saturn,Saturn - Single,SZA,2024-02-24,117,142.8,343090427.0,21104.0,154253718.0,87.0,2024,343.090427
Tattoo,Tattoo,Rauw Alejandro,2020-02-13,922,50.4,341742937.0,53836.0,9757013.0,58.0,2020,341.742937
X - Remix,X (Remix),Nicky Jam,2018-06-19,605,61.5,341040837.0,36912.0,15902955.0,60.0,2018,341.040837
Ya Acabo,"DEV, Vol. 2",Marca MP,2021-02-19,"1,916",33.1,340744110.0,34114.0,13462017.0,65.0,2021,340.74411
ULTRA SOLO REMIX,ULTRA SOLO Remix,Polimï¿½ï¿½ Westc,2022-06-16,"1,641",36.1,340527913.0,50714.0,21161966.0,67.0,2022,340.527913
New Divide,Papercuts,Linkin Park,2024-04-12,706,57.6,340239513.0,161.0,923021.0,,2024,340.239513
Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,906,50.7,340227841.0,40523.0,6267614.0,73.0,2022,340.227841
Worth It,Worth It,YK Osiris,2019-02-08,"1,125",44.8,340112388.0,66487.0,6617103.0,60.0,2019,340.112388
Out thï¿½ï¿½,Lyfï¿,Yeat,2022-09-09,907,50.6,338097605.0,85480.0,16509403.0,73.0,2022,338.097605
Search & Rescue,Search & Rescue,Drake,2023-04-07,329,84.6,337858357.0,96709.0,21646810.0,69.0,2023,337.858357
Moonwalking in Calabasas (feat. Blueface) - Remix,Moonwalking in Calabasas Remix,DDG,2020-08-20,"1,657",35.9,337709342.0,124013.0,14195159.0,61.0,2020,337.709342
VAGABUNDO,VAGABUNDO,Sebastian Yatra,2023-05-12,578,63.3,337650898.0,44292.0,44021764.0,75.0,2023,337.650898
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,2021-02-22,"1,259",42.2,336943720.0,191372.0,29642267.0,71.0,2021,336.94372
Obsessed With You,Obsessed With You,Central Cee,2021-09-10,"1,549",37.3,336889834.0,130841.0,9639874.0,64.0,2021,336.889834
2 Be Loved (Am I Ready),Special,Lizzo,2022-07-15,"1,525",37.6,335194737.0,36991.0,30514705.0,62.0,2022,335.194737
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,2023-08-14,447,73.0,334578317.0,18958.0,16311735.0,70.0,2023,334.578317
ELOVRGA,Elovrga - Single,Alex Favela,2023-08-18,819,53.6,333899135.0,24862.0,20963358.0,75.0,2023,333.899135
Tï¿½ï¿,Tï¿½ï¿,DENNIS,2023-05-04,601,61.7,333339751.0,41237.0,24980357.0,69.0,2023,333.339751
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,90,162.0,333202114.0,108322.0,41018697.0,68.0,2023,333.202114
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,2022-07-08,"1,543",37.4,331775657.0,17727.0,7678049.0,51.0,2022,331.775657
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,"1,089",45.9,331419634.0,92569.0,17049738.0,68.0,2022,331.419634
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,2022-10-07,865,52.2,330593989.0,54823.0,16021571.0,67.0,2022,330.593989
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,"1,845",33.8,329901408.0,127068.0,10900641.0,59.0,2021,329.901408
Komang,Komang,Raim Laode,2022-08-17,"1,378",39.8,329763216.0,16110.0,3893973.0,70.0,2022,329.763216
Fancy Like,Country Stuff,Walker Hayes,2021-06-04,835,53.1,328697441.0,56746.0,6878594.0,66.0,2021,328.697441
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,202,107.1,328526298.0,72252.0,68612350.0,,2023,328.526298
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,2020-05-22,"1,569",37.0,328017675.0,115095.0,17047436.0,67.0,2020,328.017675
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,2022-05-12,"1,401",39.6,327011836.0,76622.0,17496536.0,62.0,2022,327.011836
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,"1,389",39.7,325902688.0,119047.0,39606593.0,70.0,2022,325.902688
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,2022-12-02,"1,191",43.4,325654069.0,108296.0,18764224.0,71.0,2022,325.654069
Big Energy,Big Energy - Single,Latto,2021-09-24,758,55.7,324162855.0,53099.0,32807694.0,61.0,2021,324.162855
Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,2,545.9,323703884.0,28113.0,174597137.0,92.0,2024,323.703884
Shorty Party,Shorty Party,Cartel De Santa,2023-03-04,633,60.4,323657766.0,28785.0,11052463.0,69.0,2023,323.657766
When You're Gone,When You're Gone,Shawn Mendes,2022-03-31,"1,562",37.1,323292046.0,40626.0,21320097.0,71.0,2022,323.292046
exes,exes,Tate McRae,2023-11-17,340,83.0,323100055.0,27272.0,33467589.0,,2023,323.100055
Holanda,Holanda,Jhayco,2023-07-28,651,59.5,320174752.0,51073.0,31619869.0,73.0,2023,320.174752
Chulo pt.2,Chulopt2,Bad Gyal,2023-06-22,438,73.6,318567928.0,42351.0,29908589.0,69.0,2023,318.567928
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,2021-11-19,"1,204",43.2,318018082.0,41062.0,14552186.0,65.0,2021,318.018082
Si Se Da,Si Se Da,Myke Towers,2019-02-26,952,49.3,317223968.0,47247.0,7578697.0,54.0,2019,317.223968
Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,2022-12-30,"1,585",36.8,316447060.0,27766.0,12168890.0,72.0,2022,316.44706
OOOUUU,OOOUUU,Young M.A,2016-05-20,"1,888",33.4,316267018.0,68407.0,10932431.0,60.0,2016,316.267018
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,2022-05-03,759,55.7,315680664.0,50632.0,13985305.0,69.0,2022,315.680664
Down Under (feat. Colin Hay),Down Under,Luude,2021-11-19,"1,403",39.5,315606874.0,125064.0,22299331.0,60.0,2021,315.606874
ALL MINE,WASTELAND,Brent Faiyaz,2022-07-08,"1,232",42.7,315014005.0,61987.0,22567278.0,71.0,2022,315.014005
Iko Iko (My Bestie),Iko Iko (feat. Small Jam),Justin Wellington,2019-06-03,"1,901",33.3,314672402.0,85038.0,16060938.0,64.0,2019,314.672402
TELEKINESIS,UTOPIA,Travis Scott,2023-07-28,512,68.1,313693195.0,92838.0,14575457.0,75.0,2023,313.693195
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,37,226.4,311928522.0,25766.0,180237463.0,96.0,2024,311.928522
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,395,76.8,311928522.0,1668.0,4447700.0,23.0,2024,311.928522
DILUVIO,PLAYA SATURNO,Rauw Alejandro,2023-07-07,"1,078",46.0,310562790.0,33458.0,54918981.0,79.0,2023,310.56279
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,2022-08-02,"1,377",39.9,309329645.0,30705.0,7109920.0,68.0,2022,309.329645
What It Is (Solo Version),What It Is (Versions),Doechii,2023-03-17,"1,311",41.1,308738277.0,38674.0,36667220.0,70.0,2023,308.738277
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,2022-05-13,"1,936",32.9,308183607.0,57988.0,30736731.0,64.0,2022,308.183607
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,2022-06-08,"1,633",36.2,305438624.0,54393.0,11174340.0,65.0,2022,305.438624
If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2023-02-10,49,203.6,304929492.0,43923.0,46133083.0,69.0,2023,304.929492
Static,Gemini Rights,Steve Lacy,2022-07-15,"1,786",34.4,304386086.0,69159.0,17570340.0,72.0,2022,304.386086
EL BARCO,EL BARCO,KAROL G,2021-03-25,"1,780",34.5,304116211.0,21517.0,8048081.0,72.0,2021,304.116211
3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,"1,406",39.5,303510160.0,72865.0,7583638.0,72.0,2021,303.51016
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,2022-06-16,"1,044",46.9,302939117.0,48916.0,26723190.0,62.0,2022,302.939117
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,369,79.9,302177116.0,34.0,224573.0,,2024,302.177116
LAGUNAS,LAGUNAS,Peso Pluma,2023-06-22,"1,339",40.6,301396080.0,23886.0,6601410.0,74.0,2023,301.39608
Starlight,Starlight,Dave,2022-03-03,"1,668",35.7,300668168.0,114589.0,7654318.0,67.0,2022,300.668168
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,2022-03-22,"1,133",44.7,300430813.0,50552.0,12812123.0,69.0,2022,300.430813
Rush,Rush,Troye Sivan,2023-07-13,"1,109",45.2,299291405.0,45754.0,35127971.0,28.0,2023,299.291405
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,2022-09-28,"1,868",33.6,299202591.0,67616.0,26749482.0,67.0,2022,299.202591
Thousand Miles,Thousand Miles,The Kid LAROI,2022-04-22,"1,583",36.8,299159279.0,65016.0,30594262.0,65.0,2022,299.159279
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,2023-12-27,245,98.5,298853393.0,50137.0,43508958.0,70.0,2023,298.853393
Calling My Spirit,Calling My Spirit,Kodak Black,2018-11-30,"1,799",34.3,298721490.0,69136.0,7558306.0,59.0,2018,298.72149
Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,2022-01-05,"1,866",33.6,297383787.0,36673.0,9448129.0,65.0,2022,297.383787
POP!,IM NAYEON,NAYEON,2022-06-24,946,49.4,296828933.0,25748.0,12535016.0,69.0,2022,296.828933
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,"1,027",47.4,296648613.0,21479.0,6678540.0,68.0,2022,296.648613
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,2023-07-25,534,66.4,296399608.0,19549.0,12641512.0,74.0,2023,296.399608
ANDO,ANDO,Jere Klein,2023-09-27,122,139.0,292789738.0,28591.0,30905957.0,72.0,2023,292.789738
Queencard,I feel,(G)I-DLE,2023-05-15,616,61.2,289304213.0,25925.0,7047731.0,72.0,2023,289.304213
Chanel,Chanel,Becky G,2023-03-30,"1,175",43.8,287853890.0,21244.0,8675975.0,65.0,2023,287.85389
get him back!,GUTS,Olivia Rodrigo,2023-09-08,971,49.0,287724574.0,25460.0,15517447.0,,2023,287.724574
TOMBOY,I NEVER DIE,(G)I-DLE,2022-03-14,"1,724",35.2,286016224.0,26565.0,10803270.0,67.0,2022,286.016224
Mujeriego,Mujeriego - Single,Ryan Castro,2021-12-17,"1,158",44.1,285723562.0,63343.0,16024245.0,63.0,2021,285.723562
K-POP,K-POP (Chopped & Screwed),Travis Scott,2023-07-18,917,50.5,285481590.0,62715.0,24530922.0,68.0,2023,285.48159
Scared To Start,Scared To Start,Michael Marcagi,2024-01-12,469,71.2,284119669.0,23417.0,101687677.0,84.0,2024,284.119669
Sharks,Sharks,Imagine Dragons,2022-06-24,"1,579",36.9,283572432.0,48772.0,11144471.0,65.0,2022,283.572432
Call It Love,Call It Love,Felix Jaehn,2022-09-16,"1,693",35.5,283002053.0,49454.0,65339595.0,73.0,2022,283.002053
Perfect Night,Perfect Night,LE SSERAFIM,2023-10-27,763,55.4,279667395.0,23583.0,16220736.0,78.0,2023,279.667395
Never Lose Me,Never Lose Me - Single,Flo Milli,2023-11-30,420,75.1,278132516.0,23580.0,70573006.0,,2023,278.132516
Deep End,Deep End,Fousheï¿,2020-07-31,"1,417",39.2,277505000.0,76388.0,9447547.0,56.0,2020,277.505
Cheques,Still Rollin,Shubh,2023-05-19,576,63.4,276505971.0,18698.0,9458603.0,73.0,2023,276.505971
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,2023-07-18,"1,533",37.5,276026602.0,37445.0,15016410.0,79.0,2023,276.026602
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,94,158.2,275349653.0,37806.0,22826643.0,70.0,2023,275.349653
Sahara,Sahara,Hensonn,2021-11-16,"1,953",32.6,274961162.0,80300.0,27332775.0,67.0,2021,274.961162
TO THE MOON,TO THE MOON,JNR CHOI,2021-11-05,834,53.1,274647899.0,96137.0,14188085.0,60.0,2021,274.647899
Push Up - Main Edit,Push Up - Single,Creeds,2023-03-31,441,73.4,274229438.0,81319.0,88956153.0,77.0,2023,274.229438
Pussy & Millions (feat. Travis Scott),Her Loss,Drake,2022-11-04,"1,712",35.3,273457499.0,90842.0,21454523.0,67.0,2022,273.457499
Austin,Austin - Single,Dasha,2023-11-17,327,84.6,273023490.0,17900.0,169190514.0,87.0,2023,273.02349
Madonna,Madonna - Single,Natanael Cano,2024-03-08,354,81.3,272838329.0,7265.0,54631978.0,85.0,2024,272.838329
ONE CALL,ONE CALL,Rich Amiri,2023-11-03,"1,106",45.2,271566931.0,33970.0,50694559.0,80.0,2023,271.566931
Leave Out All The Rest,Papercuts,Linkin Park,2024-04-12,"1,329",40.8,270590102.0,4.0,4.0,,2024,270.590102
ıındigo,ıındigo - Single,Camilo,2021-10-13,"1,637",36.1,270580897.0,31024.0,10428322.0,60.0,2021,270.580897
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,2021-11-30,"1,527",37.6,270364614.0,37002.0,6997751.0,56.0,2021,270.364614
Let's Go 4,Let's Go 4,Mc IG,2023-09-11,511,68.1,269785626.0,27317.0,24472348.0,,2023,269.785626
Never Felt So Alone,Never Felt So Alone,Labrinth,2023-04-07,"1,275",41.9,269669185.0,44019.0,21429823.0,67.0,2023,269.669185
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,2022-04-29,858,52.4,269491606.0,26075.0,16176936.0,66.0,2022,269.491606
I AM,I've IVE,IVE,2023-04-10,"1,326",40.8,269067890.0,20356.0,8290715.0,71.0,2023,269.06789
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,2023-06-23,"1,105",45.3,268383799.0,47936.0,46787442.0,68.0,2023,268.383799
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,2023-05-19,739,56.4,267867000.0,47406.0,32423214.0,36.0,2023,267.867
LUNA,LUNA,Peso Pluma,2023-06-22,"1,620",36.4,266623831.0,21962.0,6881691.0,73.0,2023,266.623831
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,2023-03-03,"1,371",40.1,266560481.0,31680.0,27441895.0,81.0,2023,266.560481
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,2022-07-01,"1,366",40.1,264048274.0,62386.0,29271052.0,65.0,2022,264.048274
Bite Me,DARK BLOOD,ENHYPEN,2023-05-22,"1,713",35.3,263851286.0,17657.0,7369849.0,73.0,2023,263.851286
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,2024-01-12,400,76.3,263568994.0,17285.0,38697311.0,,2024,263.568994
Abcdario,Abcdario,Eden Muï¿½ï,2023-05-13,"1,738",35.0,262504588.0,19709.0,8079760.0,72.0,2023,262.504588
Betty (Get Money),Betty (Get Money),Yung Gravy,2022-06-10,"1,685",35.6,262402978.0,61547.0,12763919.0,59.0,2022,262.402978
Fall In Love,Fall In Love,Bailey Zimmerman,2022-02-11,"1,262",42.2,262185115.0,47288.0,6430525.0,71.0,2022,262.185115
Dime Cï¿½ï¿½mo Qui,Dime Cï¿½ï¿½mo Qui,Christian Nodal,2020-11-12,"1,692",35.5,261261845.0,25570.0,7968718.0,65.0,2020,261.261845
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds &,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,2023-11-03,"1,053",46.8,259807712.0,30605.0,33315037.0,,2023,259.807712
Til You Can't,Til You Canï¿½ï¿½ï¿½t / Longer Than S,Cody Johnson,2021-06-11,"1,364",40.1,258769609.0,48619.0,12448112.0,68.0,2021,258.769609
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,2023-05-19,"1,408",39.4,258439807.0,33493.0,8747668.0,69.0,2023,258.439807
El Tsurito,El Tsurito,Junior H,2023-04-07,"1,741",35.0,257812063.0,24070.0,9835143.0,69.0,2023,257.812063
Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,2021-04-20,968,49.1,257167813.0,38896.0,13810240.0,55.0,2021,257.167813
NEON BLADE,NEON BLADE,MoonDeity,2022-06-01,"1,821",34.1,256121980.0,60620.0,23882871.0,68.0,2022,256.12198
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,2023-03-02,"1,278",41.7,256112908.0,34370.0,18181647.0,67.0,2023,256.112908
TRUSTFALL,TRUSTFALL,P!nk,2023-01-27,520,67.6,255898884.0,35610.0,35412821.0,65.0,2023,255.898884
La Bebe,LPM,Yng Lvcas,2021-12-24,"1,198",43.3,255707376.0,35404.0,4489095.0,64.0,2021,255.707376
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,93,161.0,255076355.0,11500.0,90584540.0,86.0,2024,255.076355
On BS,Her Loss,Drake,2022-11-04,"1,333",40.7,253540951.0,82934.0,17735363.0,67.0,2022,253.540951
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,2023-06-22,408,75.6,253464894.0,22779.0,10733622.0,76.0,2023,253.464894
UN PREVIEW,UN PREVIEW,Bad Bunny,2023-09-25,660,59.1,253455087.0,45343.0,26714184.0,,2023,253.455087
Sticky,"Honestly, Nevermind",Drake,2022-06-17,"1,492",37.9,253177498.0,83779.0,16621189.0,66.0,2022,253.177498
Massive,"Honestly, Nevermind",Drake,2022-06-17,873,51.7,253114498.0,111173.0,20965015.0,65.0,2022,253.114498
Bye,Bye,Peso Pluma,2023-05-26,"1,196",43.3,252239644.0,24974.0,6379185.0,65.0,2023,252.239644
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,2023-06-22,"1,094",45.8,251442618.0,19913.0,23463750.0,71.0,2023,251.442618
Training Season,Training Season,Dua Lipa,2024-02-15,106,148.9,251153869.0,16811.0,92985554.0,76.0,2024,251.153869
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,2022-11-05,757,55.8,250599391.0,19757.0,12938935.0,66.0,2022,250.599391
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,267,95.0,250430303.0,7079.0,134357870.0,84.0,2024,250.430303
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,2023-12-01,525,66.9,250321751.0,34.0,302.0,,2023,250.321751
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,11,322.1,250080413.0,16219.0,168766158.0,91.0,2024,250.080413
